,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,coordinates,latitude,longitude
4565,4565,Plot  Area,Ready To Move,Kamakshipalya,9 Bedroom,,1800,9.0,1.0,180.0,"12.985524, 77.52688309999999",12.985524,77.52688309999999
4566,4566,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJtumty,1586,3.0,3.0,70.0,"12.910911, 77.6844166",12.910911,77.6844166
4567,4567,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Chorda ,4000,3.0,1.0,235.0,"13.0169197, 77.7180235",13.0169197,77.7180235
4568,4568,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,SPllain,1541,3.0,3.0,80.0,"13.1042445, 77.5713193",13.1042445,77.5713193
4569,4569,Super built-up  Area,18-Dec,Haralur Road,3 BHK,SNnia E,1830,3.0,2.0,101.0,"12.9041501, 77.6622042",12.9041501,77.6622042
4570,4570,Super built-up  Area,Ready To Move,Kodigehalli,2 BHK,,1200,2.0,2.0,48.0,"13.0697279, 77.5787819",13.0697279,77.5787819
4571,4571,Plot  Area,Ready To Move,Bidrahalli,3 Bedroom,,1800,2.0,0.0,72.0,"12.9901917, 77.47943699999999",12.9901917,77.47943699999999
4572,4572,Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1015,2.0,1.0,40.0,"12.8167303, 77.6974369",12.8167303,77.6974369
4573,4573,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2.0,2.0,37.95,"12.9148603, 77.5206395",12.9148603,77.5206395
4574,4574,Super built-up  Area,21-Dec,Hoodi,1 BHK,GoAirej,706,1.0,1.0,48.24,"12.9895552, 77.71265710000002",12.9895552,77.71265710000002
4575,4575,Plot  Area,Ready To Move,Medi Agrahara,4 Bedroom,,1350,4.0,2.0,85.0,"13.0981375, 77.5261129",13.0981375,77.5261129
4576,4576,Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,,610,4.0,,95.0,"12.9044382, 77.56492779999999",12.9044382,77.56492779999999
4577,4577,Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,ColeyNa,1900,3.0,1.0,99.0,"12.8630149, 77.5312772",12.8630149,77.5312772
4578,4578,Plot  Area,Ready To Move,Harlur,4 Bedroom,,1200,4.0,,243.0,"12.8991793, 77.6669909",12.8991793,77.6669909
4579,4579,Built-up  Area,Ready To Move,Seegehalli,4 BHK,Paoliy ,3000,5.0,3.0,150.0,"13.0169197, 77.7180235",13.0169197,77.7180235
4580,4580,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,42.0,"13.2292777, 77.5461785",13.2292777,77.5461785
4581,4581,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1290,2.0,3.0,80.0,"12.8630149, 77.5312772",12.8630149,77.5312772
4582,4582,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SuBayin,1200,2.0,1.0,50.0,"13.017294, 77.6815285",13.017294,77.6815285
4583,4583,Built-up  Area,Ready To Move,Hormavu,2 BHK,Naandit,1150,2.0,1.0,53.11,"13.0326328, 77.6583345",13.0326328,77.6583345
4584,4584,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,3.0,61.2,"12.9069823, 77.552059",12.9069823,77.552059
4585,4585,Carpet  Area,Ready To Move,4th Block Koramangala,9 BHK,,4500,9.0,,500.0,"12.9314583, 77.6299858",12.9314583,77.6299858
4586,4586,Super built-up  Area,20-Dec,whitefiled,2 BHK,,935,2.0,1.0,32.73,"12.9698196, 77.7499721",12.9698196,77.7499721
4587,4587,Super built-up  Area,Ready To Move,Cox Town,3 BHK,ElentAp,1730,3.0,3.0,140.0,"12.9965726, 77.6303226",12.9965726,77.6303226
4588,4588,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1260,2.0,2.0,53.0,"12.910911, 77.6844166",12.910911,77.6844166
4589,4589,Built-up  Area,Ready To Move,Banagiri Nagar,6 Bedroom,,675,6.0,2.0,125.0,"12.9266791, 77.5597925",12.9266791,77.5597925
4590,4590,Plot  Area,Ready To Move,Marathahalli,4 Bedroom,,4000,4.0,1.0,650.0,"12.956924, 77.701127",12.956924,77.701127
4591,4591,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,950,2.0,1.0,45.68,"12.956924, 77.701127",12.956924,77.701127
4592,4592,Plot  Area,Ready To Move,Subbannaiah Palya,2 Bedroom,,600,3.0,2.0,85.0,"13.0095785, 77.6385779",13.0095785,77.6385779
4593,4593,Built-up  Area,Ready To Move,Vadarpalya,5 Bedroom,,2500,5.0,2.0,120.0,"13.0370028, 77.64865999999999",13.0370028,77.64865999999999
4594,4594,Super built-up  Area,17-May,Hegde Nagar,4 BHK,SoisoCa,3216,5.0,2.0,300.0,"13.0675728, 77.63355729999999",13.0675728,77.63355729999999
4595,4595,Plot  Area,Ready To Move,N R Layout,6 Bedroom,,800,3.0,2.0,120.0,"12.9556081, 77.6512858",12.9556081,77.6512858
4596,4596,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,88.0,"13.1342839, 77.74663869999999",13.1342839,77.74663869999999
4597,4597,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1115,2.0,1.0,60.0,"12.910911, 77.6844166",12.910911,77.6844166
4598,4598,Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,1900,3.0,3.0,150.0,"12.9352403, 77.624532",12.9352403,77.624532
4599,4599,Super built-up  Area,18-May,Whitefield,2 BHK,SMuilan,1109,2.0,1.0,41.49,"12.9698196, 77.7499721",12.9698196,77.7499721
4600,4600,Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,5.0,1.0,129.0,"12.8853082, 77.6730687",12.8853082,77.6730687
4601,4601,Plot  Area,Ready To Move,Judicial Layout,6 Bedroom,,1200,6.0,2.0,300.0,"13.0777715, 77.58701549999999",13.0777715,77.58701549999999
4602,4602,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4356,5.0,1.0,850.0,"12.9698196, 77.7499721",12.9698196,77.7499721
4603,4603,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,43.0,"12.8682661, 77.56337479999999",12.8682661,77.56337479999999
4604,4604,Super built-up  Area,19-Aug,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,19.5,"12.8996676, 77.4826837",12.8996676,77.4826837
4605,4605,Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,NCaveun,1394,2.0,1.0,100.0,"12.9118374, 77.579495",12.9118374,77.579495
4606,4606,Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2138,3.0,2.0,110.0,"12.8991793, 77.6669909",12.8991793,77.6669909
4607,4607,Built-up  Area,Ready To Move,Richards Town,3 BHK,Arata A,1550,3.0,2.0,160.0,"13.0063217, 77.614948",13.0063217,77.614948
4608,4608,Super built-up  Area,Ready To Move,Nagavarapalya,3 BHK,Giconal,1300,3.0,1.0,80.0,"12.9890119, 77.6664976",12.9890119,77.6664976
4609,4609,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1265,2.0,2.0,82.0,"13.0559193, 77.6324513",13.0559193,77.6324513
4610,4610,Built-up  Area,Ready To Move,Manorayana Palya,2 BHK,,1140,2.0,2.0,52.0,"13.0301502, 77.6041181",13.0301502,77.6041181
4611,4611,Carpet  Area,Ready To Move,BCC Layout,2 BHK,Mae 1Ar,1050,2.0,3.0,40.0,"12.9542701, 77.5307839",12.9542701,77.5307839
4612,4612,Built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,1.0,48.0,"13.0559193, 77.6324513",13.0559193,77.6324513
4613,4613,Super built-up  Area,18-May,Varthur,2 BHK,Soamsay,1012,2.0,1.0,59.0,"12.9388787, 77.7412047",12.9388787,77.7412047
4614,4614,Plot  Area,18-May,Varthur,4 Bedroom,Darsh S,1600,4.0,3.0,112.0,"12.9388787, 77.7412047",12.9388787,77.7412047
4615,4615,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Niareum,1326,2.0,2.0,57.0,"13.1154662, 77.6069977",13.1154662,77.6069977
4616,4616,Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,,1654,2.0,3.0,85.0,"13.0529125, 77.60148590000001",13.0529125,77.60148590000001
4617,4617,Plot  Area,Ready To Move,Jeevan bima nagar,3 Bedroom,,1705,2.0,1.0,290.0,"12.964163, 77.658076",12.964163,77.658076
4618,4618,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1070,2.0,1.0,42.8,"12.9120815, 77.5462476",12.9120815,77.5462476
4619,4619,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1700,3.0,2.0,95.0,"12.9698196, 77.7499721",12.9698196,77.7499721
4620,4620,Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,910.2,2.0,1.0,80.64,"12.9257252, 77.7002566",12.9257252,77.7002566
4621,4621,Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1140,2.0,2.0,50.66,"13.101268, 77.6125565",13.101268,77.6125565
4622,4622,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Skensk ,4960,4.0,3.0,400.0,"12.9698196, 77.7499721",12.9698196,77.7499721
4623,4623,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,170.0,"12.8690867, 77.53415799999999",12.8690867,77.53415799999999
4624,4624,Super built-up  Area,22-Mar,Kanakapura,2 BHK,,945,2.0,1.0,47.0,"12.9427853, 77.57792649999999",12.9427853,77.57792649999999
4625,4625,Super built-up  Area,19-Aug,Begur Road,4 BHK,Pruthg ,2462,6.0,2.0,150.0,"12.8889855, 77.6256714",12.8889855,77.6256714
4626,4626,Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,1350,3.0,0.0,240.0,"12.9420948, 77.5463577",12.9420948,77.5463577
4627,4627,Super built-up  Area,19-Dec,Marathahalli,1 BHK,PrensKe,615,1.0,1.0,44.0,"12.956924, 77.701127",12.956924,77.701127
4628,4628,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1110,2.0,0.0,65.0,"13.0084887, 77.6737028",13.0084887,77.6737028
4629,4629,Super built-up  Area,18-Mar,Haralur Road,1 BHK,SNnia E,575,1.0,1.0,88.0,"12.9041501, 77.6622042",12.9041501,77.6622042
4630,4630,Super built-up  Area,18-Jul,Electronic City,2 BHK,GMown E,1025,2.0,1.0,54.1,"12.8452145, 77.6601695",12.8452145,77.6601695
4631,4631,Built-up  Area,Ready To Move,Vinayak Nagar,3 BHK,Niarknt,1758,3.0,2.0,95.0,"12.9633121, 77.6792237",12.9633121,77.6792237
4632,4632,Super built-up  Area,18-Dec,Gopalapura,4 BHK,Sothadr,3179,5.0,3.0,351.0,"12.9790742, 77.56265839999999",12.9790742,77.56265839999999
4633,4633,Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Srsica ,1342,3.0,3.0,92.0,"12.9138124, 77.68498679999999",12.9138124,77.68498679999999
4634,4634,Super built-up  Area,Ready To Move,Kalyan nagar,3 BHK,AgaveEn,1800,3.0,2.0,85.0,"13.0239923, 77.643294",13.0239923,77.643294
4635,4635,Built-up  Area,18-Feb,Whitefield,4 BHK,,2928,4.0,3.0,198.0,"12.9698196, 77.7499721",12.9698196,77.7499721
4636,4636,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,,1140,2.0,3.0,32.0,"12.8479159, 77.6528024",12.8479159,77.6528024
4637,4637,Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1608,2.0,2.0,85.0,"12.9148603, 77.5206395",12.9148603,77.5206395
4638,4638,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,,1645,2.0,2.0,82.0,"12.9908404, 77.7607805",12.9908404,77.7607805
4639,4639,Super built-up  Area,18-Dec,Ramamurthy Nagar,3 BHK,Vaharvi,1410,2.0,1.0,56.4,"13.0084887, 77.6737028",13.0084887,77.6737028
4640,4640,Super built-up  Area,Ready To Move,Harlur,2 BHK,,1200,2.0,2.0,52.0,"12.8991793, 77.6669909",12.8991793,77.6669909
4641,4641,Super built-up  Area,18-Jun,8th Phase JP Nagar,3 BHK,,1275,2.0,2.0,41.5,"12.8741077, 77.57917290000002",12.8741077,77.57917290000002
4642,4642,Built-up  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,Adstah ,3800,4.0,2.0,600.0,"12.9720888, 77.694364",12.9720888,77.694364
4643,4643,Super built-up  Area,Ready To Move,Kada Agrahara,3 BHK,CoaveAt,909,2.0,1.0,40.0,"12.8620296, 77.7719115",12.8620296,77.7719115
4644,4644,Built-up  Area,Ready To Move,Basavanapura,2 Bedroom,,1200,3.0,0.0,85.0,"13.013146, 77.71301509999999",13.013146,77.71301509999999
4645,4645,Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,NCold G,1080,2.0,2.0,73.0,"13.0239923, 77.643294",13.0239923,77.643294
4646,4646,Plot  Area,Ready To Move,Madanayakahalli,2 Bedroom,,1200,2.0,1.0,34.0,"13.060978, 77.46137449999999",13.060978,77.46137449999999
4647,4647,Super built-up  Area,18-May,Akshaya Nagar,2 BHK,Suiumy ,1092,2.0,1.0,60.0,"13.017294, 77.6815285",13.017294,77.6815285
4648,4648,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Prensin,1932,4.0,3.0,135.0,"13.0454314, 77.5478699",13.0454314,77.5478699
4649,4649,Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,72.0,"13.0169992, 77.7044335",13.0169992,77.7044335
4650,4650,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,924,2.0,2.0,35.11,"12.9304278, 77.678404",12.9304278,77.678404
4651,4651,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Kenia G,1330,2.0,1.0,75.0,"12.9520393, 77.72088529999999",12.9520393,77.72088529999999
4652,4652,Super built-up  Area,18-Apr,Thanisandra,3 BHK,Bhmesy ,1917,4.0,2.0,113.0,"13.0559193, 77.6324513",13.0559193,77.6324513
4653,4653,Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,985,2.0,1.0,25.12,"12.8017099, 77.7116112",12.8017099,77.7116112
4654,4654,Plot  Area,Ready To Move,Mahalakshmi Puram,6 Bedroom,,2400,6.0,2.0,408.0,"13.0145937, 77.55140469999999",13.0145937,77.55140469999999
4655,4655,Plot  Area,Ready To Move,Richmond Town,4 Bedroom,,1800,5.0,2.0,500.0,"12.9633823, 77.6034894",12.9633823,77.6034894
4656,4656,Plot  Area,Ready To Move,Mahalakshmi Puram,2 Bedroom,,1290,1.0,0.0,225.0,"13.0145937, 77.55140469999999",13.0145937,77.55140469999999
4657,4657,Super built-up  Area,19-Jun,Kodigehalli,1 BHK,,655,1.0,1.0,53.0,"13.0697279, 77.5787819",13.0697279,77.5787819
4658,4658,Built-up  Area,Ready To Move,4th Block Koramangala,3 BHK,,1800,3.0,3.0,140.0,"12.9314583, 77.6299858",12.9314583,77.6299858
4659,4659,Built-up  Area,Ready To Move,Margondanahalli,4 Bedroom,,1360,2.0,2.0,45.0,"13.0373995, 77.69272099999999",13.0373995,77.69272099999999
4660,4660,Super built-up  Area,Ready To Move,Bellandur,3 BHK,Krala D,1785,3.0,3.0,118.0,"12.9304278, 77.678404",12.9304278,77.678404
4661,4661,Super built-up  Area,Ready To Move,Kadugodi,7 BHK,,4000,7.0,2.0,130.0,"12.9908404, 77.7607805",12.9908404,77.7607805
4662,4662,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,120.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
4663,4663,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Sklls C,1235,2.0,2.0,63.0,"12.856443, 77.58884479999999",12.856443,77.58884479999999
4664,4664,Plot  Area,Ready To Move,Anandapura,2 Bedroom,,900,2.0,0.0,48.0,"13.0249798, 77.6944104",13.0249798,77.6944104
4665,4665,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Pronyt ,662,1.0,1.0,42.0,"13.0559193, 77.6324513",13.0559193,77.6324513
4666,4666,Plot  Area,Ready To Move,TC Palaya,5 Bedroom,,1440,5.0,1.0,100.0,"13.0190631, 77.7037131",13.0190631,77.7037131
4667,4667,Super built-up  Area,18-Dec,Whitefield,2 BHK,Suhamra,1215,2.0,1.0,62.0,"12.9698196, 77.7499721",12.9698196,77.7499721
4668,4668,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,37.0,"13.2292777, 77.5461785",13.2292777,77.5461785
4669,4669,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,1525,2.0,2.0,87.0,"12.910911, 77.6844166",12.910911,77.6844166
4670,4670,Built-up  Area,Ready To Move,Jaladarsini Layout,2 BHK,DiaveEn,1000,2.0,2.0,48.0,"13.0324628, 77.5710306",13.0324628,77.5710306
4671,4671,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,90.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
4672,4672,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,PrntaEn,1560,3.0,2.0,120.0,"12.910397, 77.484109",12.910397,77.484109
4673,4673,Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2100,3.0,3.0,110.0,"12.9093873, 77.6774428",12.9093873,77.6774428
4674,4674,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Suntsan,1620,2.0,2.0,85.0,"12.8953449, 77.61503689999999",12.8953449,77.61503689999999
4675,4675,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1595,3.0,2.0,90.0,"12.956924, 77.701127",12.956924,77.701127
4676,4676,Super built-up  Area,18-May,Basavanapura,2 BHK,,1095,2.0,2.0,38.52,"13.013146, 77.71301509999999",13.013146,77.71301509999999
4677,4677,Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,835,2.0,0.0,37.0,"12.8682661, 77.56337479999999",12.8682661,77.56337479999999
4678,4678,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,2182,3.0,2.0,72.04,"13.0381291, 77.6480793",13.0381291,77.6480793
4679,4679,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,106.0,"12.9918835, 77.7266088",12.9918835,77.7266088
4680,4680,Super built-up  Area,18-Apr,Sanjay nagar,3 BHK,,1900,2.0,2.0,180.0,"13.0369229, 77.57851339999999",13.0369229,77.57851339999999
4681,4681,Super built-up  Area,20-Sep,Whitefield,3 BHK,Goted U,2700,5.0,2.0,175.0,"12.9698196, 77.7499721",12.9698196,77.7499721
4682,4682,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Rencyes,1070,2.0,1.0,48.0,"12.9083215, 77.6050777",12.9083215,77.6050777
4683,4683,Plot  Area,Ready To Move,Ramamurthy Nagar,9 Bedroom,,2000,9.0,2.0,150.0,"13.0084887, 77.6737028",13.0084887,77.6737028
4684,4684,Plot  Area,Ready To Move,Munnekollal,43 Bedroom,,2400,40.0,0.0,660.0,"12.9530189, 77.7088108",12.9530189,77.7088108
4685,4685,Super built-up  Area,18-Dec,Electronics City Phase 1,1 BHK,Shitt S,755,1.0,1.0,42.41,"12.8443486, 77.655912",12.8443486,77.655912
4686,4686,Super built-up  Area,19-Mar,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
4687,4687,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,,2400,3.0,2.0,190.0,"12.8575579, 77.7864057",12.8575579,77.7864057
4688,4688,Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,"12.8017099, 77.7116112",12.8017099,77.7116112
4689,4689,Built-up  Area,19-Mar,4th T block Jayanagar,4 BHK,,3900,4.0,,333.0,"12.9254199, 77.59184900000001",12.9254199,77.59184900000001
4690,4690,Plot  Area,Ready To Move,Attur Layout,3 Bedroom,,2400,4.0,2.0,200.0,"13.1069615, 77.5662992",13.1069615,77.5662992
4691,4691,Plot  Area,Ready To Move,1st Block HRBR Layout,10 Bedroom,,2416,10.0,,600.0,"13.0200494, 77.6457698",13.0200494,77.6457698
4692,4692,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNavenc,919,2.0,0.0,28.0,"12.8443486, 77.655912",12.8443486,77.655912
4693,4693,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Hiate F,1725,3.0,,110.0,"12.8741876, 77.5946855",12.8741876,77.5946855
4694,4694,Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,71.32,"12.910911, 77.6844166",12.910911,77.6844166
4695,4695,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1070,2.0,2.0,45.0,"12.8441489, 77.6793813",12.8441489,77.6793813
4696,4696,Super built-up  Area,Ready To Move,Begur Road,2 BHK,SLtalry,1225,2.0,1.0,35.52,"12.8889855, 77.6256714",12.8889855,77.6256714
4697,4697,Plot  Area,Ready To Move,Sarakki Nagar,6 Bedroom,,880,6.0,2.0,75.0,"12.9133853, 77.57698669999999",12.9133853,77.57698669999999
4698,4698,Built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,Guenoa ,640,1.0,1.0,20.5,"12.8390936, 77.6471693",12.8390936,77.6471693
4699,4699,Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,,1310,2.0,1.0,52.4,"12.9120815, 77.5462476",12.9120815,77.5462476
4700,4700,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,,1190,2.0,2.0,39.0,"12.9427853, 77.57792649999999",12.9427853,77.57792649999999
4701,4701,Super built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,87.5,"12.9866294, 77.7201699",12.9866294,77.7201699
4702,4702,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,89.0,"12.956924, 77.701127",12.956924,77.701127
4703,4703,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,68.8,"12.8553518, 77.6365199",12.8553518,77.6365199
4704,4704,Super built-up  Area,18-Apr,Electronic City,3 BHK,Sie 2is,1105,2.0,1.0,35.0,"12.8452145, 77.6601695",12.8452145,77.6601695
4705,4705,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0,"12.8630149, 77.5312772",12.8630149,77.5312772
4706,4706,Plot  Area,Ready To Move,A Narayanapura,4 Bedroom,,1650,4.0,3.0,320.0,"12.9933751, 77.67347380000001",12.9933751,77.67347380000001
4707,4707,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,41.15,"12.9720888, 77.694364",12.9720888,77.694364
4708,4708,Built-up  Area,Ready To Move,Thanisandra,4 Bedroom,,2100,4.0,1.0,95.0,"13.0559193, 77.6324513",13.0559193,77.6324513
4709,4709,Super built-up  Area,18-May,Thanisandra,3 BHK,Bhmesy ,1948,3.0,2.0,130.0,"13.0559193, 77.6324513",13.0559193,77.6324513
4710,4710,Super built-up  Area,Ready To Move,Singasandra,3 BHK,,1464,3.0,2.0,56.0,"12.8811382, 77.64938389999999",12.8811382,77.64938389999999
4711,4711,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1210,2.0,2.0,45.0,"12.9148603, 77.5206395",12.9148603,77.5206395
4712,4712,Built-up  Area,Ready To Move,Yelahanka,5 Bedroom,,4000,5.0,2.0,220.0,"13.1154662, 77.6069977",13.1154662,77.6069977
4713,4713,Super built-up  Area,Ready To Move,Brooke Bond First Cross,2 BHK,Viium E,1252,2.0,2.0,55.0,"12.9628433, 77.7492058",12.9628433,77.7492058
4714,4714,Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0,"12.9719321, 77.512749",12.9719321,77.512749
4715,4715,Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Maana E,3905,7.0,,290.0,"12.910911, 77.6844166",12.910911,77.6844166
4716,4716,Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,Goourta,2600,3.0,2.0,140.0,"12.9684517, 77.70943749999999",12.9684517,77.70943749999999
4717,4717,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Axdam V,1300,3.0,2.0,89.13,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
4718,4718,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2.0,2.0,73.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
4719,4719,Plot  Area,Ready To Move,Budigere,4 Bedroom,,1200,3.0,0.0,135.0,"13.1342839, 77.74663869999999",13.1342839,77.74663869999999
4720,4720,Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1690,3.0,2.0,125.0,"13.0559193, 77.6324513",13.0559193,77.6324513
4721,4721,Built-up  Area,Ready To Move,Padmanabhanagar,3 Bedroom,,4500,4.0,2.0,360.0,"12.9155691, 77.5567733",12.9155691,77.5567733
4722,4722,Super built-up  Area,Ready To Move,Tasker Town,2 BHK,,950,2.0,1.0,60.0,"12.9812141, 77.60707029999999",12.9812141,77.60707029999999
4723,4723,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aiitya ,1020,2.0,1.0,57.0,"12.956924, 77.701127",12.956924,77.701127
4724,4724,Built-up  Area,19-Dec,"Hoodi Circle, ",4 BHK,,2107,4.0,3.0,95.0,"12.9923, 77.71622169999999",12.9923,77.71622169999999
4725,4725,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1735,3.0,2.0,72.0,"12.956924, 77.701127",12.956924,77.701127
4726,4726,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,915,2.0,2.0,37.0,"12.910911, 77.6844166",12.910911,77.6844166
4727,4727,Super built-up  Area,Ready To Move,Glass Factory Layout,3 BHK,VMlet C,1450,3.0,3.0,68.0,"12.8296372, 77.70085089999999",12.8296372,77.70085089999999
4728,4728,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,156.0,"12.9918835, 77.7266088",12.9918835,77.7266088
